year	ID	source	mean
2014	50	Estuarine	0.019
2014	50	Freshwater	0.972
2014	50	Seagrass	0.009
2014	51	Estuarine	0.768
2014	51	Freshwater	0.206
2014	51	Seagrass	0.026
2014	52	Estuarine	0.255
2014	52	Freshwater	0.689
2014	52	Seagrass	0.055
2016	56	Estuarine	0.9
2016	56	Freshwater	0.086
2016	56	Seagrass	0.014
2016	57	Estuarine	0.019
2016	57	Freshwater	0.977
2016	57	Seagrass	0.003
2016	58	Estuarine	0.043
2016	58	Freshwater	0.947
2016	58	Seagrass	0.01
2016	59	Estuarine	0.031
2016	59	Freshwater	0.963
2016	59	Seagrass	0.006
2016	60	Estuarine	0.033
2016	60	Freshwater	0.962
2016	60	Seagrass	0.005
2017	61	Estuarine	0.095
2017	61	Freshwater	0.896
2017	61	Seagrass	0.009
2017	62	Estuarine	0.118
2017	62	Freshwater	0.873
2017	62	Seagrass	0.009
2017	63	Estuarine	0.051
2017	63	Freshwater	0.939
2017	63	Seagrass	0.009
2017	67	Estuarine	0.906
2017	67	Freshwater	0.085
2017	67	Seagrass	0.009
2017	68	Estuarine	0.869
2017	68	Freshwater	0.123
2017	68	Seagrass	0.008
2017	69	Estuarine	0.775
2017	69	Freshwater	0.113
2017	69	Seagrass	0.112
2017	70	Estuarine	0.043
2017	70	Freshwater	0.941
2017	70	Seagrass	0.016
2017	71	Estuarine	0.02
2017	71	Freshwater	0.976
2017	71	Seagrass	0.004
2017	72	Estuarine	0.019
2017	72	Freshwater	0.977
2017	72	Seagrass	0.004
2017	73	Estuarine	0.039
2017	73	Freshwater	0.954
2017	73	Seagrass	0.007
2017	74	Estuarine	0.026
2017	74	Freshwater	0.967
2017	74	Seagrass	0.007
2018	75	Estuarine	0.903
2018	75	Freshwater	0.087
2018	75	Seagrass	0.01
2018	76	Estuarine	0.417
2018	76	Freshwater	0.562
2018	76	Seagrass	0.021
2018	77	Estuarine	0.017
2018	77	Freshwater	0.979
2018	77	Seagrass	0.003
2018	78	Estuarine	0.055
2018	78	Freshwater	0.937
2018	78	Seagrass	0.008
2018	79	Estuarine	0.039
2018	79	Freshwater	0.952
2018	79	Seagrass	0.009
2018	80	Estuarine	0.071
2018	80	Freshwater	0.914
2018	80	Seagrass	0.015
2018	84	Estuarine	0.602
2018	84	Freshwater	0.374
2018	84	Seagrass	0.024
2018	85	Estuarine	0.064
2018	85	Freshwater	0.927
2018	85	Seagrass	0.009
2018	86	Estuarine	0.433
2018	86	Freshwater	0.552
2018	86	Seagrass	0.015
2018	87	Estuarine	0.059
2018	87	Freshwater	0.934
2018	87	Seagrass	0.006
2018	88	Estuarine	0.132
2018	88	Freshwater	0.86
2018	88	Seagrass	0.009
2019	89	Estuarine	0.137
2019	89	Freshwater	0.816
2019	89	Seagrass	0.047
2019	90	Estuarine	0.032
2019	90	Freshwater	0.962
2019	90	Seagrass	0.007
2020	94	Estuarine	0.056
2020	94	Freshwater	0.937
2020	94	Seagrass	0.007
2020	95	Estuarine	0.809
2020	95	Freshwater	0.179
2020	95	Seagrass	0.012
2020	96	Estuarine	0.102
2020	96	Freshwater	0.849
2020	96	Seagrass	0.049
2020	97	Estuarine	0.051
2020	97	Freshwater	0.942
2020	97	Seagrass	0.007
2020	98	Estuarine	0.1
2020	98	Freshwater	0.882
2020	98	Seagrass	0.017
2020	100	Estuarine	0.944
2020	100	Freshwater	0.05
2020	100	Seagrass	0.005
2020	101	Estuarine	0.273
2020	101	Freshwater	0.217
2020	101	Seagrass	0.509
2020	102	Estuarine	0.08
2020	102	Freshwater	0.901
2020	102	Seagrass	0.019
2021	103	Estuarine	0.034
2021	103	Freshwater	0.931
2021	103	Seagrass	0.035
2021	104	Estuarine	0.015
2021	104	Freshwater	0.98
2021	104	Seagrass	0.005
2021	105	Estuarine	0.023
2021	105	Freshwater	0.953
2021	105	Seagrass	0.025
2021	106	Estuarine	0.034
2021	106	Freshwater	0.956
2021	106	Seagrass	0.009
2022	107	Estuarine	0.035
2022	107	Freshwater	0.952
2022	107	Seagrass	0.012
