Year,vol,obs,Eadj_Seasonal_Mean,Eadj_Seasonal_SD,Eadj_Seasonal_Min,Eadj_Seasonal_Max
2013,6.69,19,0.343100455,0.076957466,0.272091474,0.424873131
2013,5.52,19,0.343100455,0.076957466,0.272091474,0.424873131
2014,4.14,12,0.42905406,0.069235547,0.361078829,0.499484602
2014,3.98,12,0.42905406,0.069235547,0.361078829,0.499484602
2014,6.17,12,0.42905406,0.069235547,0.361078829,0.499484602
2014,5.67,12,0.42905406,0.069235547,0.361078829,0.499484602
2014,8.7,12,0.42905406,0.069235547,0.361078829,0.499484602
2014,7.23,12,0.42905406,0.069235547,0.361078829,0.499484602
2014,8.09,12,0.42905406,0.069235547,0.361078829,0.499484602
2014,7.69,12,0.42905406,0.069235547,0.361078829,0.499484602
2014,5.35,12,0.42905406,0.069235547,0.361078829,0.499484602
2014,8,12,0.42905406,0.069235547,0.361078829,0.499484602
2014,4.6,12,0.42905406,0.069235547,0.361078829,0.499484602
2014,6.91,12,0.42905406,0.069235547,0.361078829,0.499484602
2014,4.83,12,0.42905406,0.069235547,0.361078829,0.499484602
2014,5.72,12,0.42905406,0.069235547,0.361078829,0.499484602
2014,12.51,12,0.42905406,0.069235547,0.361078829,0.499484602
2014,5.42,12,0.42905406,0.069235547,0.361078829,0.499484602
2014,4.46,12,0.42905406,0.069235547,0.361078829,0.499484602
2014,6.88,12,0.42905406,0.069235547,0.361078829,0.499484602
2014,4.1,12,0.42905406,0.069235547,0.361078829,0.499484602
2014,5.95,12,0.42905406,0.069235547,0.361078829,0.499484602
2016,8.46,11,0.396811024,0.030175263,0.364588634,0.424404147
2016,6.45,11,0.396811024,0.030175263,0.364588634,0.424404147
2016,14.2,11,0.396811024,0.030175263,0.364588634,0.424404147
2016,4.16,11,0.396811024,0.030175263,0.364588634,0.424404147
2016,12.81,11,0.396811024,0.030175263,0.364588634,0.424404147
2016,7.85,11,0.396811024,0.030175263,0.364588634,0.424404147
2016,9.07,11,0.396811024,0.030175263,0.364588634,0.424404147
2016,10.94,11,0.396811024,0.030175263,0.364588634,0.424404147
2016,13.74,11,0.396811024,0.030175263,0.364588634,0.424404147
2016,11.49,11,0.396811024,0.030175263,0.364588634,0.424404147
2016,9.94,11,0.396811024,0.030175263,0.364588634,0.424404147
2016,7.87,11,0.396811024,0.030175263,0.364588634,0.424404147
2016,6.02,11,0.396811024,0.030175263,0.364588634,0.424404147
2016,9.19,11,0.396811024,0.030175263,0.364588634,0.424404147
2016,7.28,11,0.396811024,0.030175263,0.364588634,0.424404147
2016,7.88,11,0.396811024,0.030175263,0.364588634,0.424404147
2016,5.52,11,0.396811024,0.030175263,0.364588634,0.424404147
2016,10.75,11,0.396811024,0.030175263,0.364588634,0.424404147
2016,10.27,11,0.396811024,0.030175263,0.364588634,0.424404147
2016,11.09,11,0.396811024,0.030175263,0.364588634,0.424404147
2017,5.31,17,0.445981705,0.086931874,0.393212437,0.546317025
2017,4.27,17,0.445981705,0.086931874,0.393212437,0.546317025
2017,8.82,17,0.445981705,0.086931874,0.393212437,0.546317025
2017,8.78,17,0.445981705,0.086931874,0.393212437,0.546317025
2017,6.63,17,0.445981705,0.086931874,0.393212437,0.546317025
2017,3.73,17,0.445981705,0.086931874,0.393212437,0.546317025
2017,7.37,17,0.445981705,0.086931874,0.393212437,0.546317025
2017,3.81,17,0.445981705,0.086931874,0.393212437,0.546317025
2017,3.73,17,0.445981705,0.086931874,0.393212437,0.546317025
2017,7.29,17,0.445981705,0.086931874,0.393212437,0.546317025
2017,5.98,17,0.445981705,0.086931874,0.393212437,0.546317025
2017,5.33,17,0.445981705,0.086931874,0.393212437,0.546317025
2017,2.63,17,0.445981705,0.086931874,0.393212437,0.546317025
2017,7.2,17,0.445981705,0.086931874,0.393212437,0.546317025
2017,8.83,17,0.445981705,0.086931874,0.393212437,0.546317025
2017,5.2,17,0.445981705,0.086931874,0.393212437,0.546317025
2017,4.04,17,0.445981705,0.086931874,0.393212437,0.546317025
2017,5.55,17,0.445981705,0.086931874,0.393212437,0.546317025
2017,5.45,17,0.445981705,0.086931874,0.393212437,0.546317025
2017,6.38,17,0.445981705,0.086931874,0.393212437,0.546317025
2018,17.03,10,0.545100695,0.048979639,0.488546562,0.57385478
2018,9.51,10,0.545100695,0.048979639,0.488546562,0.57385478
2018,17.61,10,0.545100695,0.048979639,0.488546562,0.57385478
2018,15.18,10,0.545100695,0.048979639,0.488546562,0.57385478
2018,14.32,10,0.545100695,0.048979639,0.488546562,0.57385478
2018,14.45,10,0.545100695,0.048979639,0.488546562,0.57385478
2018,11.9,10,0.545100695,0.048979639,0.488546562,0.57385478
2018,11.22,10,0.545100695,0.048979639,0.488546562,0.57385478
2018,9.52,10,0.545100695,0.048979639,0.488546562,0.57385478
2018,21.05,10,0.545100695,0.048979639,0.488546562,0.57385478
2018,12.19,10,0.545100695,0.048979639,0.488546562,0.57385478
2018,11.39,10,0.545100695,0.048979639,0.488546562,0.57385478
2018,15.74,10,0.545100695,0.048979639,0.488546562,0.57385478
2018,18.11,10,0.545100695,0.048979639,0.488546562,0.57385478
2018,13.65,10,0.545100695,0.048979639,0.488546562,0.57385478
2018,12.54,10,0.545100695,0.048979639,0.488546562,0.57385478
2018,9.83,10,0.545100695,0.048979639,0.488546562,0.57385478
2018,11.94,10,0.545100695,0.048979639,0.488546562,0.57385478
2018,11.75,10,0.545100695,0.048979639,0.488546562,0.57385478
2018,11.41,10,0.545100695,0.048979639,0.488546562,0.57385478
2019,15.17,8,0.50319931,0.112301396,0.373590386,0.571574314
2019,15.72,8,0.50319931,0.112301396,0.373590386,0.571574314
2019,13.33,8,0.50319931,0.112301396,0.373590386,0.571574314
2019,15.47,8,0.50319931,0.112301396,0.373590386,0.571574314
2019,18.38,8,0.50319931,0.112301396,0.373590386,0.571574314
2019,15.24,8,0.50319931,0.112301396,0.373590386,0.571574314
2019,15.4,8,0.50319931,0.112301396,0.373590386,0.571574314
2019,14.59,8,0.50319931,0.112301396,0.373590386,0.571574314
2019,13.47,8,0.50319931,0.112301396,0.373590386,0.571574314
2019,13.81,8,0.50319931,0.112301396,0.373590386,0.571574314
2019,13.21,8,0.50319931,0.112301396,0.373590386,0.571574314
2019,12.88,8,0.50319931,0.112301396,0.373590386,0.571574314
2019,17.69,8,0.50319931,0.112301396,0.373590386,0.571574314
2019,10,8,0.50319931,0.112301396,0.373590386,0.571574314
2019,18.86,8,0.50319931,0.112301396,0.373590386,0.571574314
2019,14.54,8,0.50319931,0.112301396,0.373590386,0.571574314
2019,12.02,8,0.50319931,0.112301396,0.373590386,0.571574314
2019,16.95,8,0.50319931,0.112301396,0.373590386,0.571574314
2019,13.07,8,0.50319931,0.112301396,0.373590386,0.571574314
2019,17.21,8,0.50319931,0.112301396,0.373590386,0.571574314
